study_id,first_author,authors,year,title,source,type,doi,link_url,dbase
Eck_Nunes_Vieira_etal_2016,Eck,Christel Melissa van Eck;João Pedro Nunes;Diana Vieira;Saskia Keesstra;Jan Jacob Keizer,2016,Physically‐Based Modelling of the Post‐Fire Runoff Response of a Forest Catchment in Central Portugal: Using Field versus Remote Sensing Based Estimates of Vegetation Recovery,Land Degradation and Development,article,https://doi.org/10.1002/ldr.2507,https://doi.org/10.1002/ldr.2507,OpenAlex
Asner_Brodrick_Anderson_etal_2015,Asner,Gregory P. Asner;Philip G. Brodrick;Christopher B. Anderson;Nicholas R. Vaughn;David Knapp;Roberta E. Martin,2015,Progressive forest canopy water loss during the 2012–2015 California drought,Proceedings of the National Academy of Sciences,article,https://doi.org/10.1073/pnas.1523397113,https://doi.org/10.1073/pnas.1523397113,OpenAlex
Allen_Sorbel_2008,Allen,Jennifer L. Allen;Brian Sorbel,2008,Assessing the differenced Normalized Burn Ratio's ability to map burn severity in the boreal forest and tundra ecosystems of Alaska's national parks,International Journal of Wildland Fire,article,https://doi.org/10.1071/wf08034,https://doi.org/10.1071/wf08034,OpenAlex
Matheussen_Kirschbaum_Goodman_etal_2000,Matheussen,Bernt Viggo Matheussen;Robin L. Kirschbaum;Iris A. Goodman;Greg O’Donnell;Dennis P. Lettenmaier,2000,Effects of land cover change on streamflow in the interior Columbia River Basin (USA and Canada),Hydrological Processes,article,https://doi.org/10.1002/(sici)1099-1085(20000415)14:5<867::aid-hyp975>3.0.co;2-5,https://doi.org/10.1002/(sici)1099-1085(20000415)14:5<867::aid-hyp975>3.0.co;2-5,OpenAlex
Panagos_Katsoyiannis_2019,Panagos,Panos Panagos;Athanasios Katsoyiannis,2019,Soil erosion modelling: The new challenges as the result of policy developments in Europe,Environmental Research,editorial,https://doi.org/10.1016/j.envres.2019.02.043,https://doi.org/10.1016/j.envres.2019.02.043,OpenAlex
García‐Herrera_Díaz_Trigo_etal_2010,García‐Herrera,Ricardo García‐Herrera;Julio Díaz;Ricardo M. Trigo;Jürg Luterbacher;Erich Fischer,2010,A Review of the European Summer Heat Wave of 2003,Critical Reviews in Environmental Science and Technology,review,https://doi.org/10.1080/10643380802238137,https://doi.org/10.1080/10643380802238137,OpenAlex
Lazzeri_Frodella_Rossi_etal_2021,Lazzeri,Giacomo Lazzeri;William Frodella;Guglielmo Rossi;Sandro Moretti,2021,Multitemporal Mapping of Post-Fire Land Cover Using Multiplatform PRISMA Hyperspectral and Sentinel-UAV Multispectral Data: Insights from Case Studies in Portugal and Italy,Sensors,article,https://doi.org/10.3390/s21123982,https://doi.org/10.3390/s21123982,OpenAlex
Grace_Mitchard_Gloor_2014,Grace,John Grace;Edward T. A. Mitchard;Emanuel Gloor,2014,Perturbations in the carbon budget of the tropics,Global Change Biology,review,https://doi.org/10.1111/gcb.12600,https://doi.org/10.1111/gcb.12600,OpenAlex
Parkhurst_Aust_Bolding_etal_2018,Parkhurst,Brian M. Parkhurst;W. Michael Aust;M. Chad Bolding;Scott M. Barrett;Emily A. Carter,2018,Soil response to skidder trafficking and slash application,International Journal of Forest Engineering,article,https://doi.org/10.1080/14942119.2018.1413844,https://doi.org/10.1080/14942119.2018.1413844,OpenAlex
Lee_Choi_2004,Lee,Saro Lee;Jaewon Choi,2004,Landslide susceptibility mapping using GIS and the weight-of-evidence model,International Journal of Geographical Information Science,article,https://doi.org/10.1080/13658810410001702003,https://doi.org/10.1080/13658810410001702003,OpenAlex
Mohan_Richardson_Gopan_etal_2021,Mohan,Midhun Mohan;Gabriella Richardson;Gopika Gopan;Matthew M. Aghai;Shaurya Bajaj;G. A. Pabodha Galgamuwa;Mikko Vastaranta;Pavithra S. Pitumpe Arachchige;Lot Amorós;Ana Paula Dalla Côrte;Sergio de‐Miguel;Rodrigo Vieira Leite;Mahlatse Kganyago;Eben N. Broadbent;Willie Doaemo;Mohammed Abdullah Bin Shorab;Adrián Cardíl,2021,"UAV-Supported Forest Regeneration: Current Trends, Challenges and Implications",Remote Sensing,article,https://doi.org/10.3390/rs13132596,https://doi.org/10.3390/rs13132596,OpenAlex
Hao_Xu_Wu_etal_2022,Hao,Bin Hao;Xu Xu;Fei Wu;Lei Tan,2022,Long-Term Effects of Fire Severity and Climatic Factors on Post-Forest-Fire Vegetation Recovery,Forests,article,https://doi.org/10.3390/f13060883,https://doi.org/10.3390/f13060883,OpenAlex
Trettin_1996,Trettin,Carl Trettin,1996,Northern Forested Wetlands Ecology and Management,NA,book,NA,http://ci.nii.ac.jp/ncid/BA29486407,OpenAlex
Buermann_Bikash_Jung_etal_2013,Buermann,Wolfgang Buermann;Parida R Bikash;Martin Jung;Donald H. Burn;Markus Reichstein,2013,Earlier springs decrease peak summer productivity in North American boreal forests,Environmental Research Letters,article,https://doi.org/10.1088/1748-9326/8/2/024027,https://doi.org/10.1088/1748-9326/8/2/024027,OpenAlex
Niemeyer_Bladon_Woodsmith_2020,Niemeyer,R. J. Niemeyer;Kevin D. Bladon;Richard D. Woodsmith,2020,Long‐term hydrologic recovery after wildfire and post‐fire forest management in the interior Pacific Northwest,Hydrological Processes,article,https://doi.org/10.1002/hyp.13665,https://doi.org/10.1002/hyp.13665,OpenAlex
Chen_Xu_Mathers_2004,Chen,Chengrong Chen;Zhihong Xu;Nicole J. Mathers,2004,Soil Carbon Pools in Adjacent Natural and Plantation Forests of Subtropical Australia,Soil Science Society of America Journal,article,https://doi.org/10.2136/sssaj2004.2820,https://doi.org/10.2136/sssaj2004.2820,OpenAlex
Landsberg_2003,Landsberg,Joe Landsberg,2003,"Modelling forest ecosystems: state of the art, challenges, and future directions",Canadian Journal of Forest Research,article,https://doi.org/10.1139/x02-129,https://doi.org/10.1139/x02-129,OpenAlex
Hoy_French_Turetsky_etal_2008,Hoy,Elizabeth Hoy;Nancy H. F. French;M. R. Turetsky;Simon N. Trigg;Eric S. Kasischke,2008,Evaluating the potential of Landsat TM/ETM+ imagery for assessing fire severity in Alaskan black spruce forests,International Journal of Wildland Fire,article,https://doi.org/10.1071/wf08107,https://doi.org/10.1071/wf08107,OpenAlex
Borrelli_Märker_Schütt_2013,Borrelli,Pasquale Borrelli;Michael Märker;Brigitta Schütt,2013,Modelling Post‐Tree‐Harvesting Soil Erosion and Sediment Deposition Potential in the Turano River Basin (Italian Central Apennine),Land Degradation and Development,article,https://doi.org/10.1002/ldr.2214,https://doi.org/10.1002/ldr.2214,OpenAlex
Wang_Qi_Cochrane_2005,Wang,Cuizhen Wang;Jiaguo Qi;Mark A. Cochrane,2005,Assessment of Tropical Forest Degradation with Canopy Fractional Cover from Landsat ETM+ and IKONOS Imagery,Earth Interactions,article,https://doi.org/10.1175/ei133.1,https://doi.org/10.1175/ei133.1,OpenAlex
Simpson_Wooster_Smith_etal_2016,Simpson,Jake Simpson;Martin J. Wooster;Thomas E. L. Smith;Mandar Trivedi;Ronald Vernimmen;Dedi Rahman;Mulya Shakti;Yoan Dinata,2016,Tropical Peatland Burn Depth and Combustion Heterogeneity Assessed Using UAV Photogrammetry and Airborne LiDAR,Remote Sensing,article,https://doi.org/10.3390/rs8121000,https://doi.org/10.3390/rs8121000,OpenAlex
Imai_Samejima_Langner_etal_2009,Imai,Nobuo Imai;Hiromitsu Samejima;Andreas Langner;Robert C. Ong;Satoshi Kita;Jupiri Titin;Arthur Y. C. Chung;Peter Lagan;Ying Fah Lee;Kanehiro Kitayama,2009,Co-Benefits of Sustainable Forest Management in Biodiversity Conservation and Carbon Sequestration,PLoS ONE,article,https://doi.org/10.1371/journal.pone.0008267,https://doi.org/10.1371/journal.pone.0008267,OpenAlex
Holloway_Lewkowicz_Douglas_etal_2020,Holloway,Jean Holloway;Antoni G. Lewkowicz;Thomas A. Douglas;Xiaoying Li;M. R. Turetsky;Jennifer L. Baltzer;Huijun Jin,2020,Impact of wildfire on permafrost landscapes: A review of recent advances and future prospects,Permafrost and Periglacial Processes,review,https://doi.org/10.1002/ppp.2048,https://doi.org/10.1002/ppp.2048,OpenAlex
Amarnath_Irfan-Ullah_Murthy_etal_2008,Amarnath,Giriraj Amarnath;Mohammed Irfan-Ullah;Manchi Sri Ramachandra Murthy;Carl Beierkuhnlein,2008,Modelling Spatial and Temporal Forest Cover Change Patterns (1973-2020): A Case Study from South Western Ghats (India),Sensors,article,https://doi.org/10.3390/s8106132,https://doi.org/10.3390/s8106132,OpenAlex
Iverson_Hutchinson_2002,Iverson,Louis R. Iverson;Todd F. Hutchinson,2002,"Soil temperature and moisture fluctuations during and after prescribed fire in mixed-oak forests, USA",Natural Areas Journal,article,NA,https://www.fs.fed.us/ne/newtown_square/publications/other_publishers/OCR/ne_2002_iverson002.pdf,OpenAlex
Lee_Hong_Jung_2017,Lee,Saro Lee;Soo-Min Hong;Hyung-Sup Jung,2017,"A Support Vector Machine for Landslide Susceptibility Mapping in Gangwon Province, Korea",Sustainability,article,https://doi.org/10.3390/su9010048,https://doi.org/10.3390/su9010048,OpenAlex
Sujatha_Sridhar_2018,Sujatha,Evangelin Ramani Sujatha;Venkataramana Sridhar,2018,"Spatial Prediction of Erosion Risk of a Small Mountainous Watershed Using RUSLE: A Case-Study of the Palar Sub-Watershed in Kodaikanal, South India",Water,article,https://doi.org/10.3390/w10111608,https://doi.org/10.3390/w10111608,OpenAlex
Jaenicke_Wösten_Budiman_etal_2010,Jaenicke,Julia Jaenicke;Henk Wösten;Arif Budiman;Florian Siegert,2010,Planning hydrological restoration of peatlands in Indonesia to mitigate carbon dioxide emissions,Mitigation and Adaptation Strategies for Global Change,article,https://doi.org/10.1007/s11027-010-9214-5,https://doi.org/10.1007/s11027-010-9214-5,OpenAlex
Hope_McDowell_1992,Hope,Allen Hope;Timothy P. McDowell,1992,The relationship between surface temperature and a spectral vegetation index of a tallgrass prairie: effects of burning and other landscape controls,International Journal of Remote Sensing,article,https://doi.org/10.1080/01431169208904086,https://doi.org/10.1080/01431169208904086,OpenAlex
Li_Jin_He_etal_2019,Li,Xiaoying Li;Huijun Jin;Ruixia He;Yadong Huang;Hongwei Wang;Dongliang Luo;Xiaoying Jin;Lanzhi Lü;Lizhong Wang;WEIHAI LI;Changlei Wei;Xiaoli Chang;Sizhong Yang;Shaopeng Yu,2019,"Effects of forest fires on the permafrost environment in the northern Da Xing'anling (Hinggan) mountains, Northeast China",Permafrost and Periglacial Processes,article,https://doi.org/10.1002/ppp.2001,https://doi.org/10.1002/ppp.2001,OpenAlex
Tymen_Réjou‐Méchain_Dalling_etal_2015,Tymen,Blaise Tymen;Maxime Réjou‐Méchain;James W. Dalling;Sophie Fauset;Ted R. Feldpausch;Natalia Norden;Oliver L. Phillips;Benjamin L. Turner;Jérôme Viers;Jérôme Chave,2015,Evidence for arrested succession in a liana‐infested Amazonian forest,Journal of Ecology,article,https://doi.org/10.1111/1365-2745.12504,https://doi.org/10.1111/1365-2745.12504,OpenAlex
Beltrán-Marcos_Suárez‐Seoane_Fernández‐Guisuraga_etal_2022,Beltrán-Marcos,David Beltrán-Marcos;Susana Suárez‐Seoane;José Manuel Fernández‐Guisuraga;Victor Fernández-García;Elena Marcos;Leonor Calvo,2022,Relevance of UAV and sentinel-2 data fusion for estimating topsoil organic carbon after forest fire,Geoderma,article,https://doi.org/10.1016/j.geoderma.2022.116290,https://doi.org/10.1016/j.geoderma.2022.116290,OpenAlex
Forkel_Thonicke_Beer_etal_2012,Forkel,Matthias Forkel;Kirsten Thonicke;Christian Beer;Wolfgang Crämer;С.А. Барталев;Christiane Schmullius,2012,Extreme fire events are related to previous-year surface moisture conditions in permafrost-underlain larch forests of Siberia,Environmental Research Letters,article,https://doi.org/10.1088/1748-9326/7/4/044021,https://doi.org/10.1088/1748-9326/7/4/044021,OpenAlex
Bourgeau‐Chavez_Harrell_Kasischke_etal_1997,Bourgeau‐Chavez,Laura Bourgeau‐Chavez;Peter Harrell;Eric S. Kasischke;Nancy H. F. French,1997,The detection and mapping of Alaskan wildfires using a spaceborne imaging radar system,International Journal of Remote Sensing,article,https://doi.org/10.1080/014311697219114,https://doi.org/10.1080/014311697219114,OpenAlex
Ågren_Larson_Paul_etal_2021,Ågren,Anneli Ågren;Johannes Larson;Siddhartho Shekhar Paul;Hjalmar Laudon;William Lidberg,2021,Use of multiple LIDAR-derived digital terrain indices and machine learning for high-resolution national-scale soil moisture mapping of the Swedish forest landscape,Geoderma,article,https://doi.org/10.1016/j.geoderma.2021.115280,https://doi.org/10.1016/j.geoderma.2021.115280,OpenAlex
Borrelli_Panagos_Märker_etal_2016,Borrelli,Pasquale Borrelli;Panos Panagos;Michael Märker;Sirio Modugno;Brigitta Schütt,2016,Assessment of the impacts of clear-cutting on soil loss by water erosion in Italian forests: First comprehensive monitoring and modelling approach,CATENA,article,https://doi.org/10.1016/j.catena.2016.02.017,https://doi.org/10.1016/j.catena.2016.02.017,OpenAlex
Blumröder_Hoffmann_Ильина_etal_2020,Blumröder,Jeanette S. Blumröder;Monika T. Hoffmann;О. В. Ильина;Susanne Winter;P. R. Hobson;Pierre L. Ibisch,2020,Clearcuts and related secondary dieback undermine the ecological effectiveness of FSC certification in a boreal forest,Ecological Processes,article,https://doi.org/10.1186/s13717-020-0214-4,https://doi.org/10.1186/s13717-020-0214-4,OpenAlex
Bourgeau‐Chavez_Kasischke_Riordan_etal_2007,Bourgeau‐Chavez,Laura Bourgeau‐Chavez;Eric S. Kasischke;K. Riordan;S. Brunzell;M. C. Nolan;E. J. Hyer;J. Slawski;Márta Medvecz;T.B. Walters;S. Ames,2007,Remote monitoring of spatial and temporal surface soil moisture in fire disturbed boreal forest ecosystems with ERS SAR imagery,International Journal of Remote Sensing,article,https://doi.org/10.1080/01431160600976061,https://doi.org/10.1080/01431160600976061,OpenAlex
Michalek_French_Kasischke_etal_2000,Michalek,Jeffery L. Michalek;Nancy H. F. French;E. S. Kasischke;Richard D. Johnson;J. E. Colwell,2000,Using Landsat TM data to estimate carbon release from burned biomass in an Alaskan spruce forest complex,International Journal of Remote Sensing,article,https://doi.org/10.1080/014311600210858,https://doi.org/10.1080/014311600210858,OpenAlex
Wood_Scott_Volker_etal_2008,Wood,Matthew Wood;Robyn E. Scott;Peter Volker;D. J. Mannes,2008,"Windthrow In Tasmania, Australia: Monitoring, Prediction And Management",Forestry An International Journal of Forest Research,article,https://doi.org/10.1093/forestry/cpn005,https://doi.org/10.1093/forestry/cpn005,OpenAlex
Li_Jin_Wang_etal_2021,Li,Xiaoying Li;Huijun Jin;Hongwei Wang;S. S. Marchenko;Wei Shan;Dongliang Luo;Ruixia He;V. V. Spektor;Yadong Huang;Xinyu Li;Ning Jia,2021,Influences of forest fires on the permafrost environment: A review,Advances in Climate Change Research,review,https://doi.org/10.1016/j.accre.2021.01.001,https://doi.org/10.1016/j.accre.2021.01.001,OpenAlex
Pinard_Putz_Tay_2000,Pinard,Pinard;Francis E. Putz;J. Tay,2000,"Lessons learned from the implementation of reduced-impact logging in hilly terrain in Sabah, Malaysia",NA,article,NA,NA,OpenAlex
Wielgolaski_2001,Wielgolaski,F. E. Wielgolaski,2001,Nordic mountain birch ecosystems.,NA,book,NA,http://ci.nii.ac.jp/ncid/BA60483289,OpenAlex
Kull_2000,Kull,Christian A. Kull,2000,"Deforestation, Erosion, and Fire: Degradation Myths in the Environmental History of Madagascar",Environment and History,article,https://doi.org/10.3197/096734000129342361,https://doi.org/10.3197/096734000129342361,OpenAlex
Lavé_Burbank_2004,Lavé,Jérôme Lavé;Douglas W. Burbank,2004,"Denudation processes and rates in the Transverse Ranges, southern California: Erosional response of a transitional landscape to external and anthropogenic forcing",Journal of Geophysical Research Atmospheres,article,https://doi.org/10.1029/2003jf000023,https://doi.org/10.1029/2003jf000023,OpenAlex
Kalácska_Sánchez‐Azofeifa_2008,Kalácska,Margaret Kalácska;Arturo Sánchez‐Azofeifa,2008,Hyperspectral Remote Sensing of Tropical and Sub-Tropical Forests,CRC Press eBooks,book,https://doi.org/10.1201/9781420053432,https://doi.org/10.1201/9781420053432,OpenAlex
Soubry_Doan_Chu_etal_2021,Soubry,Irini Soubry;Thuy Doan;Thuan Chu;Xulin Guo,2021,"A Systematic Review on the Integration of Remote Sensing and GIS to Forest and Grassland Ecosystem Health Attributes, Indicators, and Measures",Remote Sensing,review,https://doi.org/10.3390/rs13163262,https://doi.org/10.3390/rs13163262,OpenAlex
Bourgeau‐Chavez_Kasischke_Brunzell_etal_2002,Bourgeau‐Chavez,Laura Bourgeau‐Chavez;E. S. Kasischke;S. Brunzell;James P. Mudd;Mark Tukman,2002,Mapping fire scars in global boreal forests using imaging radar data,International Journal of Remote Sensing,article,https://doi.org/10.1080/01431160110109589,https://doi.org/10.1080/01431160110109589,OpenAlex
Salmivaara_Miettinen_Finér_etal_2018,Salmivaara,Aura Salmivaara;Mikko Miettinen;Leena Finér;Samuli Launiainen;Heikki Korpunen;Sakari Tuominen;Jukka Heikkonen;Paavo Nevalainen;Matti Sirèn;Jari Ala‐Ilomäki;Jori Uusitalo,2018,Wheel rut measurements by forest machine-mounted LiDAR sensors – accuracy and potential for operational applications?,International Journal of Forest Engineering,article,https://doi.org/10.1080/14942119.2018.1419677,https://doi.org/10.1080/14942119.2018.1419677,OpenAlex
Southworth_Tucker_2001,Southworth,Jane Southworth;Catherine M. Tucker,2001,"The Influence of Accessibility, Local Institutions, and Socioeconomic Factors on Forest Cover Change in the Mountains of Western Honduras",Mountain Research and Development,article,https://doi.org/10.1659/0276-4741(2001)021[0276:tioali]2.0.co;2,https://doi.org/10.1659/0276-4741(2001)021[0276:tioali]2.0.co;2,OpenAlex
Alonzo_Morton_Cook_etal_2017,Alonzo,Michael Alonzo;Douglas C. Morton;Bruce D. Cook;Hans‐Erik Andersen;Chad Babcock;Robert Pattison,2017,Patterns of canopy and surface layer consumption in a boreal forest fire from repeat airborne lidar,Environmental Research Letters,article,https://doi.org/10.1088/1748-9326/aa6ade,https://doi.org/10.1088/1748-9326/aa6ade,OpenAlex
