id,handle,title,date_issued,uri,doi,citation,type,centre,publisher,api_url,authors,language,openaccess,discoverable,govdocnum,isbn,program,project,contact,catn,bbox,polygon,sponsor_code,workflowid,abstract
b5cd2da5-2c11-47dc-91a7-df3358f8b399,1845/242802,"Surface CO2  exchange dynamics across a climatic gradient in McKenzie Valley: effect of landforms, climate and permafrost.",2016,https://ostrnrcan-dostrncan.canada.ca/entities/publication/b5cd2da5-2c11-47dc-91a7-df3358f8b399,https://doi.org/10.3390/f7110279,"Startsev, N.; Bhatti. J.S.; Jassal, R.S. 2016. Surface CO2  exchange dynamics across a climatic gradient in McKenzie Valley: effect of landforms, climate and permafrost. Forests 7(11):279.",Article,"Northern Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/b5cd2da5-2c11-47dc-91a7-df3358f8b399,"Startsev, N.; Bhatti, J. S.; Jassal, R. S.",English,,1,,,,,,,,,,,"Northern regions are experiencing considerable climate change affecting the state of permafrost, peat accumulation rates, and the large pool of carbon (C) stored in soil, thereby emphasizing the importance of monitoring surface C fluxes in different landform sites along a climate gradient. We studied surface net C exchange (NCE) and ecosystem respiration (ER) across different landforms (upland, peat plateau, collapse scar) in mid-boreal to high subarctic ecoregions in the Mackenzie Valley of northwestern Canada for three years. NCE and ER were measured using automatic CO2 chambers (ADC, Bioscientific LTD., Herts, England), and soil respiration (SR) was measured with solid state infrared CO2 sensors (Carbocaps, Vaisala, Vantaa, Finland) using the concentration gradient technique. Both NCE and ER were primarily controlled by soil temperature in the upper horizons. In upland forest locations, ER varied from 583 to 214 g C·m-2·year -1 from mid-boreal to high subarctic zones, respectively. For the bog and peat plateau areas, ER was less than half that at the upland locations. Of SR, nearly 75% was generated in the upper 5 cm layer composed of live bryophytes and actively decomposing fibric material. Our results suggest that for the upland and bog locations, ER significantly exceeded NCE. Bryophyte NCE was greatest in continuously waterlogged collapsed areas and was negligible in other locations. Overall, upland forest sites were sources of CO2 (from 64 g·C·m-2·year -1 in the high subarctic to 588 g·C·m-2·year -1 in mid-boreal zone); collapsed areas were sinks of C, especially in high subarctic (from 27 g·C·m-2·year -1 in mid-boreal to 86 g·C·m-2·year -1 in high subarctic) and peat plateaus were minor sources (from 153 g·C·m-2·year -1 in mid-boreal to 6 g·C·m-2·year -1 in high subarctic). The results are important in understanding how different landforms are responding to climate change and would be useful in modeling the effect of future climate change on the soil C balance in the northern regions."
f5717a1d-2601-49ff-a496-38ca53e1bf4c,1845/242763,"No growth stimulation of Canada’s boreal forest under half-century of combined warming and CO2 fertilization.",2016,https://ostrnrcan-dostrncan.canada.ca/entities/publication/f5717a1d-2601-49ff-a496-38ca53e1bf4c,https://doi.org/http://www.pnas.org/content/113/52/E8406.full,"Girardin, M.P.; Bouriaud, O.; Hogg, E.H.; Kurz, W.A.; Zimmermann, N.E.; Metsaranta, J.; de Jong, R.; Frank, D.C.; Esper, J.; Büntgen, U.; Guo, X.J.;  Bhatti, J. 2016. No growth stimulation of Canada’s boreal forest under half-century of combined warming and CO2 fertilization. Proc. Natl. Acad. Sci. USA 113: E8406-E8414.","Conference Material","Laurentian Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/f5717a1d-2601-49ff-a496-38ca53e1bf4c,"Girardin, M. -P.; Bouriaud, O.; Hogg, E. H.; Kurz, W. A.; Zimmermann, N. E.; Metsaranta, J. M.; de Jong, R.; Frank, D.; Esper, J.; Büntgen, U.; Guo, X. J.; Bhatti, J. S.",English,open,1,,,"Clean Air Agenda - Adaptation (Forest Change)",,,,,,CFS1,,"Considerable evidence exists that current global temperatures are higher than at any time during the past millennium. However, the long-term impacts of rising temperatures and associated shifts in the hydrological cycle on the productivity of ecosystems remain poorly understood for mid to high northern latitudes. Here, we quantify species-specific spatiotemporal variability in terrestrial aboveground biomass stem growth across Canada’s boreal forests from 1950 to the present. We use 873 newly developed tree-ring chronologies from Canada’s National Forest Inventory, representing an unprecedented degree of sampling standardization for a large-scale dendrochronological study. We find significant regional- and species-related trends in growth, but the positive and negative trends compensate each other to yield no strong overall trend in forest growth when averaged across the Canadian boreal forest. The spatial patterns of growth trends identified in our analysis were to some extent coherent with trends estimated by remote sensing, but there are wide areas where remote-sensing information did not match the forest growth trends. Quantifications of tree growth variability as a function of climate factors and atmospheric CO2 concentration reveal strong negative temperature and positive moisture controls on spatial patterns of tree growth rates, emphasizing the ecological sensitivity to regime shifts in the hydrological cycle. An enhanced dependence of forest growth on soil moisture during the late-20th century coincides with a rapid rise in summer temperatures and occurs despite potential compensating effects from increased atmospheric CO2 concentration."
f86d799a-78be-42ee-98af-1b7e0384eee5,1845/250507,"Using forest structure to predict the distribution of treed boreal peatlands in Canada.",2016,https://ostrnrcan-dostrncan.canada.ca/entities/publication/f86d799a-78be-42ee-98af-1b7e0384eee5,https://doi.org/10.1016/j.foreco.2016.03.056,"Thompson, D.K.; Simpson, B.N.; Beaudoin, A. 2016. Using forest structure to predict the distribution of treed boreal peatlands in Canada. Forest Ecology and Management 372(2016):19-27.",Article,"Northern Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/f86d799a-78be-42ee-98af-1b7e0384eee5,"Thompson, D. K.; Simpson, B. N.; Beaudoin, A.",English,,1,,,,,,,,,,,"Mapping peatland extent in Canada would contribute important information concerning carbon balance and hydrology. While such mapping, based on air photo interpretation and remote sensing data, has recently improved, maps have been limited to 1:1 million scale. We hypothesized that forest structure information from forest inventory plots could be used to predict the presence of forested and treed peatlands in boreal Canada at the ground plot-level, and that a resulting model could be used to predict the distribution of forested and treed peatlands across Canada. Inventory ground plots from the Canadian National Forest Inventory (NFI) with organic soil depth measurements were used to create a model of the presence of treed to forested (canopy cover ranging from sparse to closed) peatlands (greater than 40 cm organic soil depth) in boreal Canada. The presence of black spruce (Picea mariana) or larch (_Larix laricin_a), in combination with low stand height and stand age greater than 75 years, were the strongest predictors of the presence of peatlands. Bioclimatic variables related to high diurnal and annual temperature variation, consistent with a continental climate, also contributed to the increased predicted presence of treed peatlands. Both logistic and boosted regression tree models showed similar results, with ~87% accuracy in the discrimination of treed peatlands when validated against an independent set of ground plots. The boosted regression tree model was propagated across Canada using forest attribute raster data layers at 250 m resolution from the NFI along with bioclimatic layers. Estimates of treed peatland extent agreed with data points from peat cores with 85–95% accuracy in the Boreal Shield ecozone, although prediction was less accurate in the more southern boreal and Great Lakes forest areas. The resulting map can be used as an input to forest carbon modelling, and the improved knowledge of treed peatland extent will be useful in modelling wildfire or peatland drainage."
2654c340-f83c-4a4b-9efb-0d1be5484541,1845/243590,"Nutrient loaded seedlings reduce the need for field fertilization and vegetation management on boreal forest reclamation sites.",2015,https://ostrnrcan-dostrncan.canada.ca/entities/publication/2654c340-f83c-4a4b-9efb-0d1be5484541,https://doi.org/10.1007/s11056-015-9522-4,"Schott, K.M.; Snively, A.E.K.; Landhäusser, S.M.; Pinno, B.D. 2015.Nutrient loaded seedlings reduce the need for field fertilization and vegetation management on boreal forest reclamation sites. New Forests New Forests 47(3):393-410.",Article,"Northern Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/2654c340-f83c-4a4b-9efb-0d1be5484541,"Schott, K. M.; Snively, A. E. K.; Landhäusser, S. M.; Pinno, B. D.",English,open,1,,,,,,,,,,,"Tree seedlings loaded with nutrients during nursery production have shown increased growth and survival relative to standard seedlings upon outplanting. We examined outplanting performance of nutrient loaded and standard trembling aspen (Populus tremuloides) seedlings, along with composition and cover of competing vegetation, on a boreal oil sands reclamation site with two different soil types (forest floor mineral mix and peat mineral mix) and four different broadcast fertilizer applications [250 kg/ha immediately available fertilizer (IAF), 500 kg/ha IAF, 670 kg/ha controlled release fertilizer, and an unfertilized control]. Average height growth across all treatments was 19 % greater for nutrient loaded aspen seedlings than standard seedlings after two growing seasons. With respect to soil types, aspen growth was greater on peat mineral mix and seedlings growing in this soil type showed a greater response to both nutrient loading and fertilization; however, this could partially be attributed to greater cover by competing vegetation on the forest floor mineral mix. In the first growing season, trees treated with immediately available fertilizer showed the greatest growth response but in the second growing season only the controlled release fertilizer application resulted in growth rates greater than the controls. Fertilizer regime had similar effects on total cover of competing vegetation, although fertilization additionally promoted increased cover of grasses in the forest floor mineral mix. Overall, we clearly show that nutrient loaded trembling aspen seedlings can be used to offset early field fertilization needs at forest reclamation sites."
4e530595-f04d-4d02-b325-964c52aa7481,1845/243885,"Comparison of carbon stock changes and cumulative carbon fluxes from inventory ground plots, eddy-covariance flux-towers and model estimates in an age sequence of coastal Douglas-fir stands in British Columbia.",2015,https://ostrnrcan-dostrncan.canada.ca/entities/publication/4e530595-f04d-4d02-b325-964c52aa7481,https://doi.org/10.1186/s40663-015-0038-3,"Ferster, C.J.; Trofymow, J.A.; Coops, N.C.; Chen, B.; Black T.A. 2015. Comparison of carbon stock changes and cumulative carbon fluxes from inventory ground plots, eddy-covariance flux-towers and model estimates in an age sequence of coastal Douglas-fir stands in British Columbia. Forest Ecosystems. 2:13.",Article,"Pacific Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/4e530595-f04d-4d02-b325-964c52aa7481,"Ferster, C. J.; Trofymow, J. A.; Coops, N. C.; Chen, B.; Black, T. A.",English,open,1,,,,,,,,,,,"Background: The global network of eddy-covariance (EC) flux-towers has improved the understanding of the terrestrial carbon (C) cycle, however, the network has a relatively limited spatial extent compared to forest inventory data and plots. Developing methods to use inventory-based and EC flux measurements together with modeling approaches is necessary evaluate forest C dynamics across broad spatial extents.  Methods: Changes in C stock change (ΔC) were computed based on repeated measurements of forest inventory plots and compared with separate measurements of cumulative net ecosystem productivity (ΣNEP) over four years (2003 – 2006) for Douglas-fir (Pseudotsuga menziesii var menziesii) dominated regeneration (HDF00), juvenile (HDF88 and HDF90) and near-rotation (DF49) aged stands (6, 18, 20, 57 years old in 2006, respectively) in coastal British Columbia. ΔC was determined from forest inventory plot data alone, and in a hybrid approach using inventory data along with litter fall data and published decay equations to determine the change in detrital pools. These ΔC-based estimates were then compared with ΣNEP measured at an eddy-covariance flux-tower (EC-flux) and modelled by the Carbon Budget Model - Canadian Forest Sector (CBM-CFS3) using historic forest inventory and forest disturbance data. Footprint analysis was used with remote sensing, soils and topography data to evaluate how well the inventory plots represented the range of stand conditions within the area of the flux-tower footprint and to spatially scale the plot data to the area of the EC-flux and model based estimates. Results: The closest convergence among methods was for the juvenile stands while the largest divergences were for the regenerating clearcut, followed by the near-rotation stand. At the regenerating clearcut, footprint weighting of CBM-CFS3 ΣNEP increased convergence with EC flux ΣNEP, but not for ΔC. While spatial scaling and footprint weighting did not increase convergence for ΔC, they did provide confidence that the sample plots represented site conditions as measured by the EC tower. Conclusions: Methods to use inventory and EC flux measurements together with modeling approaches are necessary to understand forest C dynamics across broad spatial extents. Each approach has advantages and limitations that need to be considered for investigations at varying spatial and temporal scales."
10aa0b4c-483d-4e6e-bb40-898882e27d23,1845/155151,"Distribution and activity of ice wedges across the forest-tundra transition, western Arctic Canada",2014-09-30,https://ostrnrcan-dostrncan.canada.ca/entities/publication/10aa0b4c-483d-4e6e-bb40-898882e27d23,https://doi.org/10.1002/2014jf003085,"Kokelj, S. V., Lantz, T. C., Wolfe, S. A., Kanigan, J. C., Morse, P. D., Coutts, R., Molina-Giraldo, N. & Burn, C. (2014). Distribution and activity of ice wedges across the forest-tundra transition, western Arctic Canada. <i>Journal of Geophysical Research</i>, 119, 9, 2032-2047. https://doi.org/10.1002/2014jf003085",Article,"GSC-Northern Canada",Wiley-Blackwell,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/10aa0b4c-483d-4e6e-bb40-898882e27d23,"Kokelj, S. V.; Lantz, T. C.; Wolfe, S. A.; Kanigan, J. C.; Morse, P. D.; Coutts, R.; Molina-Giraldo, N.; Burn, C.",English,bronze,1,,,"Climate Change Geoscience",Permafrost,,,"ENVELOPE(-136.0000, -133.0000,   69.7500,   68.4167)","POLYGON((68.4167 -133.0000, 68.4167 -136.0000, 69.7500 -136.0000, 69.7500 -133.0000, 68.4167 -133.0000))",343202,,"Remote sensing and a regional network of ground-temperature and ground-ice observations have been used to investigate the size and distribution of ice wedges in different soil types across the tree line in uplands east of the Mackenzie Delta. In the northern mostdwarf-shrub tundra, up to 50% of the ground surface is polygonal, with ice wedges commonly exceeding 3 m in width. The largest ice wedges are in peatlands where thermal-contraction cracking occurs more frequently than in nearby hummocky terrain with fine-grained soils. There are fewer ice wedges,rarely exceeding 2-m in width, in uplands to the south, and none have been found in mineral soils of the tall-shrub tundra, although active ice-wedges are found there throughout peatlands. In the subarctic forest, relict wedge ice is restricted to peatlands where the saturated organic active layersabove permafrost may not freeze back each year. At tundra sites, winter temperatures at the permafrost surface are lower in organic than mineral soils because of the shallow permafrost table and high thermal conductivity of frozen peat. In combination with the high coefficient of thermal contractionof ice in the highly porous peat, ice-wedge cracking and growth is more common in peatlands than in mineral soil. However, the high volumetric water content of a saturated organic active-layer may inhibit freezeback, particularly where thick snow accumulates, making the permafrost in polygonalpeatlands susceptible to degradation following the alteration of drainage or climate warming."
4ab4e437-51df-47ff-ad95-b6c8c00c9df5,1845/244631,"Relationship between forest microwave transmissivity and structural parameters for the Canadian boreal forest.",2014,https://ostrnrcan-dostrncan.canada.ca/entities/publication/4ab4e437-51df-47ff-ad95-b6c8c00c9df5,https://doi.org/10.1109/LGRS.2014.2309941,"Roy, A.; Royer, A.; Hall, R.J. 2014. Relationship between forest microwave transmissivity and structural parameters for the Canadian boreal forest. IEEE Geoscience and Remote Sensing Letters 11(10):1802-1806.",Article,"Northern Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/4ab4e437-51df-47ff-ad95-b6c8c00c9df5,"Roy, A.; Royer, A.; Hall, R. J.",English,,1,,,,,,,,,,,"This letter proposes relationships between boreal forest microwave transmissivity and four forest structural parameters: summer and winter Leaf Area Index (LAI) from MODIS, biomass (t ha−1), and total volume (m3 ha−1) for northern Québec, Canada. These relationships were derived for summer AMSR-E data sets that took into account the effects of canopy emission and scattering. Root mean square error results  between brightness temperature simulations and ASMR-E observations are approximately 5 K. Results reported in this study can be used as forest correction equations for key surface parameter retrievals under the boreal forest canopy, such as soil moisture or snow depth/water equivalent."
e97e7065-3fe9-4395-a31b-0e27071eee5a,1845/244691,"Soil displacement and compaction effects on conifer seedlings inSoutheast British Columbia: Study establishment.",2014,https://ostrnrcan-dostrncan.canada.ca/entities/publication/e97e7065-3fe9-4395-a31b-0e27071eee5a,,"Maynard, D.G.; Hogg, K.E.; Wass, E.F.; Curran, M.P. 2014. Soil displacement and compaction effects on conifer seedlings inSoutheast British Columbia: Study establishment. Natural Resources Canada, Canadian Forest Service, Pacific Forestry Centre, Victoria, British Columbia. Information Report BC-X-433. 31p.",Report,"Pacific Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/e97e7065-3fe9-4395-a31b-0e27071eee5a,"Maynard, D. G.; Hogg, K. E.; Wass, E. F.; Curran, M. P.",English,open,1,,978-1-100-23323-9,,,,,,,,,"Soil disturbance from forest harvesting has been shown to compromise site productivity. We established satellite trials in five of the Long-Term Soil Productivity (LTSP) sites in southeast British Columbia between 1999 and 2003. The objective of these trials was to determine the effects of soil compaction and displacement on tree growth on smaller plots than those in the LTSP. Eight treatments of various combinations of compaction and displacement were included at each of the five LTSP sites: undisturbed, no compaction; undisturbed, light compaction; undisturbed, heavy compaction; shallow gouge, no compaction; shallow gouge, light compaction; deep gouge, no compaction; deep gouge, light compaction; and deposit, no compaction. Each treatment was replicated a minimum of 20 times at each site in most cases. Plots were 1.5 m x 1.5 m with at least 1.5 m between plots. Douglasfir (Pseudotsuga menziesii var. menziesii) was planted at all five sites; lodgepole pine (Pinus contorta var. latifolia Dougl.) at the three sites in the East Kootenays (Mud Creek, Emily Creek, and Kootenay East); and western white pine (Pinus monticola Dougl.) at the two sites in the West Kootenays (Rover Creek and McPhee Creek). Tree growth, soil physical and chemical properties, and microclimate data will be measured at varying intervals during the first 10 years following planting. This report describes study establishment and presents some initial background data."
3b279e3f-81f0-4941-9709-898b12f72e7e,1845/258386,"Lithalsa distribution, morphology and landscape associations in the Great Slave Lowland, Northwest Territories, Canada",2013-08-27,https://ostrnrcan-dostrncan.canada.ca/entities/publication/3b279e3f-81f0-4941-9709-898b12f72e7e,https://doi.org/10.1016/j.geomorph.2013.08.014,"Wolfe, S. A., Stevens, C. W., Gaanderse, A. J. R. & Oldenborger, G. A. (2013). Lithalsa distribution, morphology and landscape associations in the Great Slave Lowland, Northwest Territories, Canada. <i>Geomorphology</i>, 204, 302-313. https://doi.org/10.1016/j.geomorph.2013.08.014",Article,"GSC-Northern Canada","Elsevier BV",https://ostr-backend-prod.azurewebsites.net/server/api/core/items/3b279e3f-81f0-4941-9709-898b12f72e7e,"Wolfe, S. A.; Stevens, C. W.; Gaanderse, A. J. R.; Oldenborger, G. A.",English,,1,,,"Climate Change Geoscience",Permafrost,,,"ENVELOPE(-116.1667, -114.2500,   62.8833,   62.2500)","POLYGON((62.2500 -114.2500, 62.2500 -114.7500, 62.7500 -116.1667, 62.8833 -116.1667, 62.8833 -114.2500, 62.2500 -114.2500))",343202,,"Lithalsas are permafrost mounds formed by ice segregation in mineral-rich soil that occur within the zone of discontinuous permafrost. Nearly 1800 lithalsas were mapped using archival aerial photographs within the Great Slave Lowland, Northwest Territories, Canada. Theseare up to 8 m high and several hundred meters in length and width. One lithalsa, examined by electrical resistivity and boreholes, rises 4 to 6 m above an adjacent peatland, shows clear evidence of ice-segregation at depth and ground heave of between 2.5 and 4.0 m, and is estimated to have formedwithin the past 700 years. Regionally, lithalsas are typically located adjacent to ponds and streams with mature forms vegetated by deciduous (birch) forest or mixed (birch and spruce) forest with a herb-shrub understory and include circular, crescentic and linear forms. They are abundant within theLowland region, which contains widespread glaciolacustrine, lacustrine and alluvial fine-grained sediments. The lithalsas are most common within the first few tens of meters above the present level of Great Slave Lake, indicating that many are late Holocene, and some less than 1000 years, in age. Acomparison with lithalsas in contemporary environments reveals that comparatively warm but extensive discontinuous permafrost, fine-grained sediments (alluvial, lacustrine, marine or glaciomarine), and available groundwater supply provide the climatic and hydro-geological parameters for thedevelopment of lithalsas in permafrost terrain. The identification of lithalsas in this region is important given their sensitivity to climate change and potential hazards to northern infrastructure upon thawing."
9f05e2e0-6c09-432d-8df3-ec8a0db8839f,1845/245171,"Taking stock of circumboreal forest carbon with ground measurements, airborne and spaceborne LiDAR.",2013,https://ostrnrcan-dostrncan.canada.ca/entities/publication/9f05e2e0-6c09-432d-8df3-ec8a0db8839f,https://doi.org/10.1016/j.rse.2013.06.019,"Neigh, C.R.S.; Nelson, R.F.; Ranson, K.J.; Margolis, H.A.; Montesano, P.M.; Sun, G.; Kharuk, V.; Næsset, E.; Wulder, M.A.; Andersen, H-E. 2013. Taking stock of circumboreal forest carbon with ground measurements, airborne and spaceborne LiDAR. Remote Sensing of Environment. 137:274-287.",Article,"Pacific Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/9f05e2e0-6c09-432d-8df3-ec8a0db8839f,"Neigh, C. S. R.; Nelson, R. F.; Ranson, K. J.; Margolis, H. A.; Montesano, P. M.; Sun, G.; Kharuk, V.; Næsset, E.; Wulder, M.; Andersen, H-E.",English,open,1,,,,,,,,,,,"The boreal forest accounts for one-third of global forests, but remains largely inaccessible to ground-based measurements and monitoring. It contains large quantities of carbon in its vegetation and soils, and research suggests that it will be subject to increasingly severe climate-driven disturbance. We employ a suite of ground-, airborne- and space-based measurement techniques to derive the first satellite LiDAR-based estimates of aboveground carbon for the entire circumboreal forest biome. Incorporating these inventory techniques with uncertainty analysis, we estimate total aboveground carbon of 38 ± 3.1 Pg. This boreal forest carbon is mostly concentrated from 50 to 55° N in eastern Canada and from 55 to 60° N in eastern Eurasia. Both of these regions are expected to warm N3 °C by 2100, and monitoring the effects of warming on these stocks is important to understanding its future carbon balance. Our maps establish a baseline for future quantification of circumboreal carbon and the described technique should provide a robust method for future monitoring of the spatial and temporal changes of the aboveground carbon content."
c283f66b-8dc7-4fcf-a7cb-fcd5bb1fb397,1845/245442,"Searching for similarity in topographic controls on carbon,nitrogen and phopsphorus export from forest headwater catchments.",2013,https://ostrnrcan-dostrncan.canada.ca/entities/publication/c283f66b-8dc7-4fcf-a7cb-fcd5bb1fb397,https://doi.org/10.1002/hyp.9862,"Mengistu, S.G.; Creed, I.F.; Webster, K.L.; Enanga, E.; Beall, F.D. 2013. Searching for similarity in topographic controls on carbon,nitrogen and phopsphorus export from forest headwater catchments. Hydrological Processes. 28: 3201-3216.",Article,"Great Lakes Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/c283f66b-8dc7-4fcf-a7cb-fcd5bb1fb397,"Mengistu, S. G.; Creed, I. F.; Webster, K. L.; Enanga, E.; Beall, F. D.",English,,1,,,,,,,,,,,"Topography influences hydrological processes that in turn affect biogeochemical export to surface waters on forested landscapes. The difference in long-term average annual dissolved organic carbon (DOC), organic and inorganic nitrogen (NO3 --N, DON), and phosphorus (TDP) export from catchments in the Algoma Highlands of Ontario, Canada with similar climate, geology, forest and soil were established. Topographic indicators were designed to represent topographically-regulated hydrological processes that influence nutrient export, including: (a) hydrological storage potential (i.e., effect of topographic flats/depressions water storage); and (b) hydrological flushing potential (i.e., effect of topographic slopes on potential for variable source area to expand and tap into previously untapped areas). Variations in NO3--N export among catchments could be explained both by indicators representing hydrological flushing potential (91%, p&lt;0.001) and hydrological storage potential (65%, p&lt;0.001), suggesting the importance of hydrological flushing in regulating NO3--N export as well as surface saturated areas in intercepting NO3 --N loaded runoff. In contrast, hydrological storage potential explained the majority of variations among catchments in DON (69%, p &lt; 0.001), DOC (94%, p &lt; 0.001) and TDP (82%, p &lt; 0.001) exports. The lower explanatory power of DON (about 15% less) compared to DOC and TDP suggests another mechanism influencing N export, such as controls related to alternative fates of nitrogen (e.g., as gas). This study shows that simple topographic indicators can be used to track nutrient sources, sinks, and their transport and export to surface waters from catchments on forest landscapes."
bbcb3523-6e61-4f62-a6cf-98b678acf147,1845/244709,"Interpretation of forest disturbance using a time series of Landsat imagery and canopy structure from airborne lidar.",2013,https://ostrnrcan-dostrncan.canada.ca/entities/publication/bbcb3523-6e61-4f62-a6cf-98b678acf147,https://doi.org/10.5589/m14-004,"Ahmed, O.S.; Franklin, S.E.; Wulder, M.A. Interpretation of forest disturbance using a time series of Landsat imagery and canopy structure from airborne lidar. Canadian Journal of Remote Sensing. 39(6): 521-542.",Article,"Pacific Forestry Centre",,https://ostr-backend-prod.azurewebsites.net/server/api/core/items/bbcb3523-6e61-4f62-a6cf-98b678acf147,"Ahmed, O. S.; Franklin, S. E.; Wulder, M.",English,open,1,,,,,,,,,,,"In this study we examined forest disturbance, largely via forest harvest, over three decades in a coastal temperate forest on Vancouver Island, British Columbia, Canada. We analysed how disturbance history relates to current canopy structural conditions by interpreting the relationship between light detection and ranging (lidar) derived canopy structure and forest disturbance trajectories derived from Landsat images to assess if a particular stand structural condition is to result based on disturbance histories. The lidar data were obtained in 2004, and are used to relate forest structural conditions at the end of the Landsat time series (19722004), essentially providing for a measure of resultant structure emerging from the spectral trends captured. Correlation analysis was applied between lidar-derived canopy structure (canopy cover and height) and Landsat spectral indices, such as the Tasseled Cap Angle (TCA), which showed a strong correlation coefficient (r  0.86) with canopy cover. TCA was then used to characterize change in forest disturbance through the full temporal depth of the available Landsat image time series using a trajectory-based characterization method. Approximately 71.5% of the study area was found to correspond to ‘‘stable and undisturbed forest’’. Four disturbance classes (areas characterized by disturbance, disturbance followed by revegetation, ongoing revegetation, and revegetation to stable state) accounted for approximately 10.2%, 5.3%, 2.2%, and 10.5% of the study area, respectively. We evaluated the forest structural and spectral separability between the disturbance classes. In terms of structural variability the mean airborne lidar-derived canopy cover showed clear differentiation between disturbance classes. Spectral mixture analysis (SMA) was used to extract the spectral characteristics for each disturbance class. The SMA-derived fractions were then used to analyse the class separability between the Landsat trajectory derived disturbance classes. The fraction images provided clear distinction between disturbance classes in abundances between sunlit canopy, non-photosynthetic vegetation, shade, and exposed soil. The extracted spectral indices and SMA fractions within the Landsat trajectory derived disturbance classes were used to assess if terminal forest structural conditions can be related to a complex suite of stand development trajectories and processes. The Landsat spectral indices and SMA fractions were separately modeled to estimate lidar-derived mean canopy cover and height data within each disturbance class using multiple regression. The results indicate canopy cover and height regression models developed using spectral indices provided a relatively better estimation than those using SMA endmember fractions. Compared with the relatively regular structure of fully grown undisturbed (stable) forests, the forest disturbance classes typically exhibited complex irregular structure, making it more difficult to accurately estimate their canopy cover and height. As a result, all models developed for the stable forest class performed better than those developed for other forest disturbance classes. Modeling canopy cover and height from Landsat temporal spectral indices resulted in modeled agreement to lidar measures of R2 0.82 (RMSE 0.09) and R2 0.67 (RMSE 3.21), respectively. Our results also indicate moderately accurate predictions of lidar-derived canopy height can be obtained using the Landsat-level disturbance class endmember fractions with R2 0.60 and RMSE 4.19. This study demonstrates the potential of using the over four decade record of Landsat observations (since 1972) to estimate forest canopy cover and height using prestratification of the data based on disturbance trajectories."
